INDEX,DATE,GPS_N,GPS_W,Site ID,SITE,JD,CJD,MO,DAY,YR,TIME,Q_CFS,STAFF_GAGE_FT,TEMP_C,TEMP_CALC,TEMP_ACT,TEMP_DIFF,COND_MS_CM,COND_US_CM,COND_CALC,COND_ACT,COND_DIFF,DO_mgl,DO_CALC,DO_ACT,DO_DIFF,PH,PH_CALC,PH_ACT,PH_DIFF,PSAT_perc,PSAT_CALC,PSAT_ACT,PSAT_DIFF,TP_MGL,TP_DUP,TP_SPIKE,TP_DIFF,TP_RPD,TP_PASS_FAIL,PO4_MGL,PO4_DUP,PO4_SPIKE,PO4_DIFF,PO4_RPD,PO4_PASS_FAIL,NH4_MGL,NH4_DUP,NH4_SPIKE,NH4_DIFF,NH4_RPD,NH4_PASS_FAIL,NO3NO2_MGL,NO3NO2_DUP,NO3NO2_SPIKE,NO3NO2_DIFF,NO3NO2_RPD,NO3NO2_PASS_FAIL,NO2_MGL,NO2_DUP,NO2_SPIKE,NO2_DIFF,NO2_RPD,NO2_PASS_FAIL,TN_MGL,TN_DUP,TN_SPIKE,TN_DIFF,TN_RPD,TN_PASS_FAIL,CL_MGL,CL_DUP,CL_SPIKE,CL_DIFF,CL_RPD,CL_PASS_FAIL,SIO2+MGL,SIO2_DUP,SIO2_SPIKE,SIO2_DIFF,SIO2_RPD,SIO2_PASS_FAIL,TSS_MGL,TSS_DUP,TSS_DIFF,TSS_RPD,TSS_PASS_FAIL,TURB_MGL,TURB_DUP,TURB_DIFF,TURB_RPD,TURB_PASS_FAIL,CHLA_UGL,CHLA_DUP,CHLA_DIFF,CHLA_RPD,CHLA_PASS_FAIL,PHAE_UGL,PHAE_DUP,PHAE_DIFF,PHAE_RPD,PHAE_PASS_FAIL,Notes
41,6/27/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,178,178,6,27,2001,,172,,14.28,,,,0.129,129,147,149,2,9.36,7.5,7.79,0.29,8.19,10.04,10.13,0.09,106.7,100,95.9,4.1,0.053,,,,,,0.043,,,,,,0.005,,,,,,0.01,,,,,,,,,,,,0.143,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement on aqua cal sheet
42,6/27/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,178,178,6,27,2001,1346,23.8,,13.72,,,,0.119,119,147,149,2,9.73,7.5,7.79,0.29,8.16,10.04,10.13,0.09,108.1,100,95.9,4.1,0.044,,,,,,0.035,,,,,,0.005,,,,,,0.032,,,,,,,,,,,,0.183,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,7/11/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,192,192,7,11,2001,1100,153,,21.65,,,,0.124,124,147,145,2,9.67,7.31,7.25,0.06,9.05,10.01,10.01,0,128.7,100,99.1,0.9,0.054,0.055,,0.001,1.834862385,pass,0.034,0.03,,0.004,12.5,pass,0.005,0.005,,0,0,pass,0.005,0.005,,0,0,pass,,,,,,,0.301,0.261,,0.04,14.23487544,pass,0.8,1.1,,0.3,31.57894737,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
44,7/12/01,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,193,193,7,12,2001,1200,42.4,0.69,12.21,,,,0.059,59,147,149,2,9.8,7.39,7.18,0.21,7.65,10.02,9.98,0.04,105,,,,0.054,,,,,,0.05,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.05,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,7/12/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,193,193,7,12,2001,1046,14,,16.11,,,,0.1,100,147,149,2,8.98,7.39,7.18,0.21,7.76,10.02,9.98,0.04,106,,,,0.039,,,,,,0.034,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.056,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,7/12/01,"N42-27'37.4""","W121-16'11.5"" ",Sprague R @ Godowa Rd,SR0060,193,193,7,12,2001,1428,139,,21.27,,,,0.129,129,147,149,2,10.87,7.39,7.18,0.21,8.61,10.02,9.98,0.04,142.6,,,,0.071,,,,,,0.054,,,,,,0.04,,,,,,0.005,,,,,,,,,,,,0.366,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7/12/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,193,193,7,12,2001,1340,23.2,,21.54,,,,0.124,124,147,149,2,12.65,7.39,7.18,0.21,8.87,10.02,9.98,0.04,166.4,,,,0.061,0.06,,0.001,1.652892562,pass,0.048,0.05,,0.002,4.081632653,pass,0.016,0.005,,0.011,104.7619048,fail,0.005,0.005,,0,0,pass,,,,,,,0.307,0.281,,0.026,8.843537415,pass,0.9,0.8,,0.1,11.76470588,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
48,7/11/01,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,192,192,7,11,2001,1400,135,1.05,22.53,,,,0.154,154,147,145,2,9.06,7.31,7.25,0.06,8.66,10.01,10.01,0,121.5,100,99.1,0.9,0.06,,,,,,0.037,,,,,,0.014,,,,,,0.005,,,,,,,,,,,,0.424,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,7/24/01,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,205,205,7,24,2001,1230,107,0.92,22.38,,,,0.134,134,147,142,5,8.86,7.43,7.35,0.08,9.24,10.02,9.95,0.07,117.6,100,,,0.055,0.055,,0,0,pass,0.035,0.033,,0.002,5.882352941,pass,0.041,0.043,,0.002,4.761904762,pass,0.005,0.01,,0.005,66.66666667,pass,,,,,,,0.306,0.275,,0.031,10.67125645,pass,1.7,1.7,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
50,7/24/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,205,205,7,24,2001,900,147,,19.52,,,,0.119,119,147,142,5,8.21,7.43,7.35,0.08,9.23,10.02,9.95,0.07,103.7,100,,,0.048,,,,,,0.032,,,,,,0.023,,,,,,0.005,,,,,,,,,,,,0.18,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,7/25/01,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,206,206,7,25,2001,,39.4,0.67,11.27,,,,0.059,59,147,148,1,10.76,7.45,7.68,0.23,7.75,10.02,9.98,0.04,113.3,100,102.5,2.5,0.059,,,,,,0.046,,,,,,0.01,,,,,,0.005,,,,,,,,,,,,0.05,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,7/25/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,206,206,7,25,2001,950,11.1,,16.53,,,,0.105,105,147,148,1,9.28,7.45,7.68,0.23,7.97,10.02,9.98,0.04,110.1,100,102.5,2.5,0.038,0.038,,0,0,pass,0.033,0.029,,0.004,12.90322581,pass,0.01,0.005,,0.005,66.66666667,pass,0.005,0.005,,0,0,pass,,,,,,,0.05,0.05,,0,0,pass,0.4,0.6,,0.2,40,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
53,7/25/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,206,206,7,25,2001,1330,106,,22.21,,,,0.121,121,147,148,1,11.61,7.45,7.68,0.23,8.9,10.02,9.98,0.04,155.1,100,102.5,2.5,0.064,,,,,,0.047,,,,,,0.019,,,,,,0.005,,,,,,,,,,,,0.05,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,7/25/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,206,206,7,25,2001,1230,18.6,,21.74,,,,0.122,122,147,148,1,11.86,7.45,7.68,0.23,9.08,10.02,9.98,0.04,156.5,100,102.5,2.5,0.061,,,,,,0.042,,,,,,0.02,,,,,,0.012,,,,,,,,,,,,0.207,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,8/22/01,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,234,234,8,22,2001,1216,41.4,0.66,10.81,,,,0.058,58,73.5,75,1.5,9.84,7.6,7.28,0.32,7.6,10.03,10.08,0.05,103.7,100,94.9,5.1,0.061,0.053,,0.008,14.03508772,pass,0.059,0.076,,0.017,25.18518519,fail,0.032,0.011,,0.021,97.6744186,fail,0.005,0.005,,0,0,pass,,,,,,,0.705,0.05,,0.655,173.5099338,fail,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CHLORIDE-lab contamination,data point unused"
56,8/22/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,234,234,8,22,2001,1057,9.33,,10.25,,,,0.103,103,73.5,75,1.5,8.99,7.6,7.28,0.32,7.99,10.03,10.08,0.05,106.9,100,94.9,5.1,0.035,,,,,,0.039,,,,,,0.042,,,,,,0.005,,,,,,,,,,,,0.146,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,picked up thermograph
57,8/22/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,234,234,8,22,2001,1432,105,,19.77,,,,0.111,111,73.5,75,1.5,9.64,7.6,7.28,0.32,8.48,10.03,10.08,0.05,123.4,100,94.9,5.1,0.058,,,,,,0.063,,,,,,0.02,,,,,,0.005,,,,,,,,,,,,0.177,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,8/22/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,234,234,8,22,2001,1349,22,,19.99,,,,0.116,116,73.5,75,1.5,11.24,7.6,7.28,0.32,8.78,10.03,10.08,0.05,144.1,100,94.9,5.1,0.053,,,,,,0.049,,,,,,0.022,,,,,,0.019,,,,,,,,,,,,0.26,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,8/23/01,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,235,235,8,23,2001,1319,88.9,0.84,18.7,,,,0.133,133,73.5,71,2.5,9.18,7.52,7.72,0.2,8.81,10.03,10.04,0.01,114.6,100,102.5,2.5,0.053,0.052,,0.001,1.904761905,pass,0.046,0.051,,0.005,10.30927835,pass,0.023,0.01,,0.013,78.78787879,fail,0.005,0.005,,0,0,pass,,,,,,,0.43,0.335,,0.095,24.83660131,pass,1,1,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
60,8/23/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,235,235,8,23,2001,1143,117,,17.24,,,,0.12,120,73.5,71,2.5,9.43,7.52,7.72,0.2,8.5,10.03,10.04,0.01,114,100,102.5,2.5,0.057,,,,,,0.059,,,,,,0.019,,,,,,0.005,,,,,,,,,,,,0.415,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,9/5/01,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,248,248,9,5,2001,1011,78.2,0.78,18.23,,,,0.151,151,73.5,75,1.5,8.33,7.34,7.35,0.01,8.92,10.03,10.1,0.07,97.8,100,98,2,0.044,0.053,,0.009,18.55670103,pass,0.035,0.043,,0.008,20.51282051,fail,0.005,0.005,,0,0,pass,0.01,0.005,,0.005,66.66666667,pass,,,,,,,0.341,0.29,,0.051,16.16481775,pass,1.3,1.2,,0.1,8,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
62,9/5/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,248,248,9,5,2001,827,128,,16.43,,,,0.129,129,73.5,75,1.5,7.73,7.34,7.35,0.01,8.46,10.03,10.1,0.07,91.8,100,98,2,0.054,,,,,,0.042,,,,,,0.005,,,,,,0.01,,,,,,,,,,,,0.279,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,9/6/01,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,249,249,9,6,2001,1040,40.1,0.65,6.41,,,,0.06,60,73.5,75,1.5,11.65,7.62,7.69,0.07,7.79,10.03,10.01,0.02,108.1,100,100.5,0.5,0.048,,,,,,0.049,,,,,,0.005,,,,,,0.01,,,,,,,,,,,,0.05,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,9/6/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,249,249,9,6,2001,925,9.62,,9.48,,,,0.108,108,73.5,75,1.5,10.13,7.62,7.69,0.07,7.44,10.03,10.01,0.02,102.4,100,100.5,0.5,0.024,,,,,,0.023,,,,,,0.005,,,,,,0.01,,,,,,,,,,,,0.05,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,9/6/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,249,249,9,6,2001,1259,109,,16.62,,,,0.129,129,73.5,75,1.5,9.91,7.62,7.69,0.07,8.58,10.03,10.01,0.02,115.4,100,100.5,0.5,0.05,,,,,,0.044,,,,,,0.005,,,,,,0.01,,,,,,,,,,,,0.159,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,9/6/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,249,249,9,6,2001,1217,16.3,,14.11,,,,0.12,120,73.5,75,1.5,11.31,7.62,7.69,0.07,8.69,10.03,10.01,0.02,125.3,100,100.5,0.5,0.049,0.048,,0.001,2.06185567,pass,0.042,0.042,,0,0,pass,0.005,0.005,,0,0,pass,0.025,0.026,,0.001,3.921568627,pass,,,,,,,0.191,0.225,,0.034,16.34615385,pass,0.7,0.7,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
67,9/18/01,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,261,261,9,18,2001,1108,37.6,0.65,8.08,,,,0.059,59,73.5,74,0.5,10.76,7.25,7.26,0.01,7.64,10.02,9.97,0.05,105.5,100,99.9,0.1,0.05,,,,,,0.048,,,,,,0.01,,,,,,0.019,,,,,,,,,,,,0.05,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,9/18/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,261,261,9,18,2001,,10.6,,11.61,,,,0.107,107,73.5,74,0.5,9.78,7.25,7.26,0.01,7.29,10.02,9.97,0.05,103.9,100,99.9,0.1,0.028,,,,,,0.028,,,,,,0.01,,,,,,0.014,,,,,,,,,,,,0.119,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,9/18/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,261,261,9,18,2001,,128,,18.4,,,,0.124,124,73.5,74,0.5,9.71,7.25,7.26,0.01,8.36,10.02,9.97,0.05,119.7,100,99.9,0.1,0.054,,,,,,0.048,,,,,,0.022,,,,,,0.019,,,,,,,,,,,,0.236,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,9/18/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,261,261,9,18,2001,1250,16.7,,16.27,,,,0.13,130,73.5,74,0.5,11.42,7.25,7.26,0.01,8.55,10.02,9.97,0.05,135,100,99.9,0.1,0.055,,,,,,0.055,,,,,,0.04,,,,,,0.029,,,,,,,,,,,,0.295,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,9/19/01,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,262,262,9,19,2001,1339,129,1.03,17.06,,,,0.159,159,73.5,77,3.5,9.31,7.63,7.7,0.07,8.39,10.03,9.96,0.07,111.3,100,100.6,0.6,0.046,,,,,,0.037,,,,,,0.012,,,,,,0.013,,,,,,,,,,,,0.431,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,9/19/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,262,262,9,19,2001,1040,159,,15.12,,,,0.139,139,73.5,77,3.5,8.52,7.63,7.7,0.07,8.06,10.03,9.96,0.07,97.9,100,100.6,0.6,0.057,,,,,,0.043,,,,,,0.033,,,,,,0.013,,,,,,,,,,,,0.395,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,10/2/01,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,275,275,10,2,2001,1053,39.3,0.65,7.28,,,,0.06,60,73.5,78,4.5,11.55,7.53,7.77,0.24,7.66,10.04,9.96,0.08,108.8,100,102.6,2.6,0.056,0.055,,0.001,1.801801802,pass,0.052,0.049,,0.003,5.940594059,pass,0.005,0.005,,0,0,pass,0.005,0.005,,0,0,pass,,,,,,,0.127,0.102,,0.025,21.83406114,pass,0.5,0.25,,0.25,66.66666667,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
74,10/2/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,275,275,10,2,2001,956,10.6,,9.88,,,,0.107,107,73.5,78,4.5,10.68,7.53,7.77,0.24,7.58,10.04,9.96,0.08,107,100,102.6,2.6,0.032,,,,,,0.022,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.139,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,10/2/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,275,275,10,2,2001,1308,159,,16.29,,,,0.111,111,73.5,78,4.5,9.69,7.53,7.77,0.24,8.3,10.04,9.96,0.08,114.5,100,102.6,2.6,0.056,,,,,,0.043,,,,,,0.017,,,,,,0.005,,,,,,,,,,,,0.165,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,10/2/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,275,275,10,2,2001,1226,24.4,,13.95,,,,0.129,129,73.5,78,4.5,11.17,7.53,7.77,0.24,8.28,10.04,9.96,0.08,124.4,100,102.6,2.6,0.056,,,,,,0.045,,,,,,0.019,,,,,,0.013,,,,,,,,,,,,0.278,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,10/3/01,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,276,276,10,3,2001,1126,130,1.05,14.02,,,,0.14,140,73.5,76,2.5,9.11,7.68,8.11,0.43,8.21,10,10.04,0.04,101.4,100,104.7,4.7,0.04,0.042,,0.002,4.87804878,pass,0.029,0.03,,0.001,3.389830508,pass,0.005,0.005,,0,0,pass,0.005,0.005,,0,0,pass,,,,,,,0.315,0.239,,0.076,27.4368231,pass,1.6,1.2,,0.4,28.57142857,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
78,10/3/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,276,276,10,3,2001,925,197,,12.78,,,,0.132,132,73.5,76,2.5,8.86,7.68,8.11,0.43,8.04,10,10.04,0.04,95.9,100,104.7,4.7,0.054,,,,,,0.04,,,,,,0.013,,,,,,0.005,,,,,,,,,,,,0.291,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,10/16/01,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,289,289,10,16,2001,1040,37.8,0.66,6.29,,,,0.06,60,73.5,80,6.5,11.53,7.61,7.8,0.19,7.71,7.01,7.05,0.04,108.3,100,102.4,2.4,0.054,,,,,,0.046,,,,,,0.01,,,,,,0.013,,,,,,,,,,,,0.14,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stopped irrigation
80,10/16/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,289,289,10,16,2001,925,10.3,,7.2,,,,0.106,106,73.5,80,6.5,10.99,7.61,7.8,0.19,7.77,7.01,7.05,0.04,105.8,100,102.4,2.4,0.031,0.028,,0.003,10.16949153,pass,0.022,0.024,,0.002,8.695652174,pass,0.011,0.011,,0,0,pass,0.005,0.005,,0,0,pass,,,,,,,0.183,0.05,,0.133,114.1630901,fail,0.9,0.7,,0.2,25,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
81,10/16/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,289,289,10,16,2001,1250,197,,11.9,,,,0.099,99,73.5,80,6.5,10.81,7.61,7.8,0.19,8.14,7.01,7.05,0.04,114.3,100,102.4,2.4,0.05,,,,,,0.041,,,,,,0.012,,,,,,0.018,,,,,,,,,,,,0.102,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,10/16/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,289,289,10,16,2001,1210,25.1,,10.4,,,,0.128,128,73.5,80,6.5,11.2,7.61,7.8,0.19,8.41,7.01,7.05,0.04,116.6,100,102.4,2.4,0.055,,,,,,0.045,,,,,,0.022,,,,,,0.025,,,,,,,,,,,,0.221,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,10/17/01,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,290,290,10,17,2001,1115,198,1.38,9.98,,,,0.124,124,73.5,72,1.5,10.47,7.7,7.75,0.05,8.1,10.04,10.17,0.13,104,100,100.2,0.2,0.041,0.041,,0,0,pass,0.029,0.029,,0,0,pass,0.005,0.014,,0.009,94.73684211,pass,0.005,0.005,,0,0,pass,,,,,,,0.235,0.161,,0.074,37.37373737,pass,1,1.3,,0.3,26.08695652,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
84,10/17/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,290,290,10,17,2001,910,189,,9.7,,,,0.122,122,73.5,72,1.5,9.91,7.7,7.75,0.05,8.17,10.04,10.17,0.13,100.5,100,100.2,0.2,0.044,,,,,,0.033,,,,,,0.022,,,,,,0.005,,,,,,,,,,,,0.254,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,11/14/01,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,318,318,11,14,2001,1055,38.3,0.66,5.75,,,,0.058,58,73.5,75,1.5,12.41,7.68,7.87,0.19,7.92,10.06,10.08,0.02,112.6,100,102.2,2.2,0.058,,,,,,0.049,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.05,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,11/14/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,318,318,11,14,2001,945,13.5,,5.47,,,,0.101,101,73.5,75,1.5,11.29,7.68,7.87,0.19,7.72,10.06,10.08,0.02,103.9,100,102.2,2.2,0.034,0.034,,0,0,pass,0.029,0.027,,0.002,7.142857143,pass,0.005,0.005,,0,0,pass,0.005,0.005,,0,0,pass,,,,,,,0.05,0.05,,0,0,pass,0.9,0.7,,0.2,25,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
87,11/14/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,318,318,11,14,2001,1320,176,,9.67,,,,0.097,97,73.5,75,1.5,11.56,7.68,7.87,0.19,8.42,10.06,10.08,0.02,115.2,100,102.2,2.2,0.054,,,,,,0.044,,,,,,0.005,,,,,,0.022,,,,,,,,,,,,0.101,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,11/14/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,318,318,11,14,2001,1245,29,,7.57,,,,0.151,151,73.5,75,1.5,12.15,7.68,7.87,0.19,7.99,10.06,10.08,0.02,116.3,100,102.2,2.2,0.07,,,,,,0.057,,,,,,0.005,,,,,,0.032,,,,,,,,,,,,0.337,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,11/15/01,"N42-33'01.8""","W121-37'03.4""",Sprague R @ Lone Pine,SR0080,319,319,11,15,2001,1135,238,1.5,6.43,,,,0.117,117,147,149,2,11.35,7.68,7.37,0.31,8.06,10.03,10.12,0.09,105,100,95.7,4.3,0.044,,,,,,0.034,,,,,,0.005,,,,,,0.005,,,,,,,,,,,,0.156,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,11/15/01,"N42-35'04.7""","W121-50'30.7""",Sprague R @ Power Plant,SR0090,319,319,11,15,2001,930,243,,6.21,,,,0.111,111,147,149,2,10.96,7.68,7.37,0.31,7.77,10.03,10.12,0.09,102.3,100,95.7,4.3,0.047,0.047,,0,0,pass,0.035,0.035,,0,0,pass,0.005,0.005,,0,0,pass,0.005,0.005,,0,0,pass,,,,,,,0.136,0.164,,0.028,18.66666667,pass,1.1,1.1,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
91,11/27/01,"N42-29'49.1""","W121-00'20.0""",NF Sprague @ 3411 Rd,SR0040,331,331,11,27,2001,1050,35.5,0.62,0.77,,,,0.059,59,147,141,6,14.2,7.7,8,0.3,7.87,10.04,9.57,0.47,110.2,100,103.4,3.4,0.055,,,,,,0.047,,,,,,0.012,,,,,,0.014,,,,,,,,,,,,0.05,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,11/27/01,"N42-22'33.8""","W120-58'10.0""",SF Sprague @ Picnic Area,SR0050,331,331,11,27,2001,943,4.78,,-0.05,,,,0.1,100,147,141,6,13.29,7.7,8,0.3,7.91,10.04,9.57,0.47,104.6,100,103.4,3.4,0.035,,,,,,0.029,,,,,,0.01,,,,,,0.01,,,,,,,,,,,,0.05,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iced over
93,11/27/01,"N42-27'37.4""","W121-16'11.5""",Sprague R @ Godowa Rd,SR0060,331,331,11,27,2001,1325,163,,5.78,,,,0.098,98,147,141,6,12.6,7.7,8,0.3,8.39,10.04,9.57,0.47,110.1,100,103.4,3.4,0.055,,,,,,0.044,,,,,,0.005,,,,,,0.031,,,,,,,,,,,,0.152,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,11/27/01,"N42-29'08.5""","W121-20'55.4""",Sycan R @ Drews Rd,SR0070,331,331,11,27,2001,1230,20.2,,2.53,,,,0.131,131,147,141,6,12.97,7.7,8,0.3,8.13,10.04,9.57,0.47,109.9,100,103.4,3.4,0.054,0.057,,0.003,5.405405405,pass,0.045,0.043,,0.002,4.545454545,pass,0.005,0.013,,0.008,88.88888889,pass,0.038,0.035,,0.003,8.219178082,pass,,,,,,,0.259,0.277,,0.018,6.71641791,pass,0.6,0.6,,0,0,pass,,,,0,#DIV/0!,pass,,,,,,,,,,,,,,,,,,,,,
